SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR
Terpsiphone atrocaudata/incei,Japanese/Amur Paradise-Flycatcher,y00976,slash,18437.5,APFL AMPF JPFL JAPF,TEIN TEAT,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone affinis,Blyth's Paradise-Flycatcher,blypaf1,species,18438.0,OPFL BLPF BPFL,TEAF,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone affinis [affinis Group],Blyth's Paradise-Flycatcher (Blyth's),blypaf2,issf,18439.0,OPFL BLPF BPFL,TEAF,,Passeriformes,Monarch Flycatchers,Monarchidae,blypaf1,,
Terpsiphone affinis floris/sumbaensis,Blyth's Paradise-Flycatcher (Lesser Sundas),blypaf3,issf,18441.0,OPFL BLPF BPFL,TEAF,,Passeriformes,Monarch Flycatchers,Monarchidae,blypaf1,,
Terpsiphone incei/affinis,Amur/Blyth's Paradise-Flycatcher,y00977,slash,18442.0,OPFL BPFL APFL AMPF BLPF,TEAF TEIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone bourbonnensis,Mascarene Paradise-Flycatcher,mapfly2,species,18443.0,MAPF MPFL,TEBO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone paradisi,Indian Paradise-Flycatcher,aspfly1,species,18445.0,INPF IPFL,TEPA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone affinis/paradisi,Blyth's/Indian Paradise-Flycatcher,y00978,slash,18455.6,INPF OPFL BPFL IPFL BLPF,TEAF TEPA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone incei/affinis/paradisi,Amur/Blyth's/Indian Paradise-Flycatcher,y00742,slash,18455.8,,,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher,stpfly1,species,18456.0,STPF,TEAT,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone corvina,Seychelles Paradise-Flycatcher,sepfly1,species,18457.0,SPFL SEPF,TECO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone mutata,Madagascar Paradise-Flycatcher,mapfly1,species,18457.2,MAPF MPFL,TEMU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone mutata [mutata Group],Madagascar Paradise-Flycatcher (Madagascar),madpaf1,issf,18457.4,MAPF MPFL,TEMU,,Passeriformes,Monarch Flycatchers,Monarchidae,mapfly1,,
Terpsiphone mutata vulpina/voeltzkowiana,Madagascar Paradise-Flycatcher (Comoro),madpaf2,issf,18457.6,MPFL MAPF,TEMU,,Passeriformes,Monarch Flycatchers,Monarchidae,mapfly1,,
Terpsiphone mutata comoroensis,Madagascar Paradise-Flycatcher (Grand Comoro),madpaf3,issf,18464.0,MAPF MPFL,TEMU,,Passeriformes,Monarch Flycatchers,Monarchidae,mapfly1,,
Terpsiphone rufiventer,Black-headed Paradise-Flycatcher,bhpfly1,species,18465.0,RBPF BHPF,TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone rufiventer [rufiventer Group],Black-headed Paradise-Flycatcher (Red-bellied),bkhpaf1,issf,18468.0,RBPF BHPF,TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,bhpfly1,,
Terpsiphone rufiventer tricolor/neumanni,Black-headed Paradise-Flycatcher (Tricolored),bkhpaf3,issf,18468.2,RBPF BHPF,TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,bhpfly1,,
Terpsiphone rufiventer smithii,Black-headed Paradise-Flycatcher (Annobon),bkhpaf2,issf,18472.0,RBPF BHPF APFL,TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,bhpfly1,,
Terpsiphone bedfordi,Bedford's Paradise-Flycatcher,bepfly1,species,18473.0,BEPF BPFL,TEBE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher,rvpfly1,species,18477.0,RVPF,TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone batesi,Bates's Paradise-Flycatcher,batpaf1,species,18492.0,BPFL BAPF,TEBA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone viridis,African Paradise-Flycatcher,afpfly1,species,18493.0,AFPF APFL,TEVI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone rufiventer x viridis,Black-headed x African Paradise-Flycatcher (hybrid),x00862,hybrid,18493.5,RBPF BHPF APFL AFPF,TEVI TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Terpsiphone sp.,paradise-flycatcher sp.,paradi1,spuh,18493.9,,,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Chasiempis sandwichensis,Hawaii Elepaio,elepai,species,18494.0,,CHSA,HAEL,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Chasiempis sandwichensis sandwichensis,Hawaii Elepaio (Kona coast),elepai1,issf,18495.0,HAEL,CHSA,,Passeriformes,Monarch Flycatchers,Monarchidae,elepai,,
Chasiempis sandwichensis bryani,Hawaii Elepaio (Mauna Kea),elepai3,issf,18496.0,HAEL,CHSA,,Passeriformes,Monarch Flycatchers,Monarchidae,elepai,,
Chasiempis sandwichensis ridgwayi,Hawaii Elepaio (Hilo coast),elepai2,issf,18497.0,HAEL,CHSA,,Passeriformes,Monarch Flycatchers,Monarchidae,elepai,,
Chasiempis sclateri,Kauai Elepaio,elepai5,species,18498.0,,CHSC,KAEL,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Chasiempis ibidis,Oahu Elepaio,elepai4,species,18499.0,,CHIB,OAEL,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Pomarea nigra,Tahiti Monarch,tahmon2,species,18502.0,TAMO,PONI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Pomarea pomarea,Maupiti Monarch,maumon1,species,18503.0,MAMO,POPO,,Passeriformes,Monarch Flycatchers,Monarchidae,,true,0
Pomarea dimidiata,Rarotonga Monarch,rarmon1,species,18504.0,RAMO,PODI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Pomarea fluxa,Eiao Monarch,eiamon1,species,18505.0,EIMO,POFL,,Passeriformes,Monarch Flycatchers,Monarchidae,,true,0
Pomarea nukuhivae,Nuku Hiva Monarch,nuhmon1,species,18505.5,NHMO,PONU,,Passeriformes,Monarch Flycatchers,Monarchidae,,true,0
Pomarea iphis,Iphis Monarch,iphmon2,species,18506.0,IPMO,POIP,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Pomarea mira,Ua Pou Monarch,uapmon1,species,18506.5,UPMO,POMI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Pomarea mendozae,Marquesas Monarch,marmon2,species,18507.0,MAMO,POME,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Pomarea whitneyi,Fatuhiva Monarch,fatmon1,species,18508.0,FHMO FAMO,POWH,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Mayrornis versicolor,Ogea Monarch,ogemon1,species,18509.0,VEMO OGMO,MAVE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Mayrornis lessoni,Slaty Monarch,slamon1,species,18510.0,SLMO,MALE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Mayrornis schistaceus,Vanikoro Monarch,vanmon1,species,18513.0,VAMO,MASC,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Neolalage banksiana,Buff-bellied Monarch,bubmon1,species,18514.0,BBMO,NEBA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Clytorhynchus pachycephaloides,Southern Shrikebill,soushr2,species,18515.0,SOSH,CLPA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Clytorhynchus hamlini,Rennell Shrikebill,renshr1,species,18518.0,RESH,CLHA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Clytorhynchus vitiensis,Fiji Shrikebill,fijshr1,species,18519.0,FISH,CLVI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Clytorhynchus vitiensis powelli,Fiji Shrikebill (Manua),fijshr2,issf,18522.0,FISH,CLVI,,Passeriformes,Monarch Flycatchers,Monarchidae,fijshr1,,
Clytorhynchus vitiensis [vitiensis Group],Fiji Shrikebill (Fiji),fijshr3,issf,18524.0,FISH,CLVI,,Passeriformes,Monarch Flycatchers,Monarchidae,fijshr1,,
Clytorhynchus vitiensis fortunae,Fiji Shrikebill (Fortuna),fijshr4,issf,18526.0,FISH,CLVI,,Passeriformes,Monarch Flycatchers,Monarchidae,fijshr1,,
Clytorhynchus vitiensis keppeli,Fiji Shrikebill (Dusky),fijshr5,issf,18528.0,FISH,CLVI,,Passeriformes,Monarch Flycatchers,Monarchidae,fijshr1,,
Clytorhynchus nigrogularis,Black-throated Shrikebill,bltshr1,species,18532.0,BTSH BTCS,CLNI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Clytorhynchus nigrogularis nigrogularis,Black-throated Shrikebill (Black-throated),bktshr1,issf,18533.0,BTSH BTCS,CLNI,,Passeriformes,Monarch Flycatchers,Monarchidae,bltshr1,,
Clytorhynchus nigrogularis sanctaecrucis,Black-throated Shrikebill (Santa Cruz),bktshr2,issf,18534.0,BTSH BTCS SCSH,CLNI,,Passeriformes,Monarch Flycatchers,Monarchidae,bltshr1,,
Clytorhynchus vitiensis/nigrogularis,Fiji/Black-throated Shrikebill,y00802,slash,18535.0,FISH BTSH BTCS,CLVI CLNI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Carterornis pileatus,White-naped Monarch,whnmon1,species,18536.0,WNMO,CAPI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Carterornis castus,Loetoe Monarch,loemon1,species,18538.0,WNMO LOMO,CACA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Carterornis leucotis,White-eared Monarch,whemon1,species,18539.0,WEMO,CALE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Carterornis chrysomela,Golden Monarch,golmon1,species,18540.0,GOMO,CACH,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Metabolus rugensis,Truk Monarch,trumon1,species,18541.9,CHMO TRMO,MERU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha godeffroyi,Yap Monarch,yapmon1,species,18542.0,YAMO,MOGO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha takatsukasae,Tinian Monarch,tinmon1,species,18543.0,TIMO,MOTA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha cinerascens,Island Monarch,islmon1,species,18545.0,ISMO,MOCI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha richardsii,White-capped Monarch,whcmon1,species,18547.0,WCMO,MORI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha castaneiventris,Chestnut-bellied Monarch,chbmon1,species,18547.5,CBMO,MOCA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha erythrostictus,Bougainville Monarch,boumon1,species,18551.0,BOMO,MOER,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha melanopsis,Black-faced Monarch,blfmon1,species,18553.0,BFMO,MOME,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha frater,Black-winged Monarch,blwmon1,species,18553.5,BWMO,MOFR,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Monarcha sp.,Monarcha sp.,monarc1,spuh,18553.7,,,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus axillaris,Fantailed Monarch,blamon1,species,18559.0,FAMO BLMO,SYAX,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus rubiensis,Rufous Monarch,rufmon1,species,18565.0,RUMO,SYRU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus sacerdotum,Flores Monarch,flomon1,species,18567.0,FLMO,SYSA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus boanensis,Black-chinned Monarch,blcmon1,species,18569.0,BCMO,SYBO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus trivirgatus,Spectacled Monarch,spemon1,species,18571.0,SPMO,SYTR,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus trivirgatus bimaculatus,Spectacled Monarch (Halmahera),spemon3,issf,18573.0,MOMO SPMO,SYTR,,Passeriformes,Monarch Flycatchers,Monarchidae,spemon1,,
Symposiachrus trivirgatus diadematus,Spectacled Monarch (Obi),spemon4,issf,18575.0,MOMO SPMO,SYTR,,Passeriformes,Monarch Flycatchers,Monarchidae,spemon1,,
Symposiachrus trivirgatus nigrimentum,Spectacled Monarch (Seram),spemon6,issf,18577.0,SPMO,SYTR,,Passeriformes,Monarch Flycatchers,Monarchidae,spemon1,,
Symposiachrus trivirgatus [trivirgatus Group],Spectacled Monarch (Spectacled),spemon2,issf,18583.0,SPMO,SYTR,,Passeriformes,Monarch Flycatchers,Monarchidae,spemon1,,
Symposiachrus trivirgatus gouldii/melanorrhous,Spectacled Monarch (Australian),spemon5,issf,18587.15,SPMO,SYTR,,Passeriformes,Monarch Flycatchers,Monarchidae,spemon1,,
Symposiachrus leucurus,White-tailed Monarch,whtmon1,species,18587.5,WTMO,SYLE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus everetti,White-tipped Monarch,whtmon2,species,18587.6,WTMO,SYEV,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus loricatus,Black-tipped Monarch,bltmon2,species,18587.7,BTMO,SYLO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus julianae,Kofiau Monarch,blbmon1,species,18587.8,KOMO,SYJU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus brehmii,Biak Monarch,biamon1,species,18587.9,BIMO,SYBR,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus manadensis,Hooded Monarch,hoomon1,species,18588.0,HOMO,SYMA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus infelix,Manus Monarch,manmon1,species,18588.3,MAMO,SYIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus menckei,White-breasted Monarch,whbmon1,species,18591.0,WBMO MUMO,SYME,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus verticalis,Black-tailed Monarch,bltmon1,species,18592.0,BTMO,SYVE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus verticalis ateralbus,Black-tailed Monarch (Djaul),bktmon1,issf,18592.2,BTMO,SYVE,,Passeriformes,Monarch Flycatchers,Monarchidae,bltmon1,,
Symposiachrus verticalis verticalis,Black-tailed Monarch (Black-tailed),bktmon2,issf,18592.4,BTMO,SYVE,,Passeriformes,Monarch Flycatchers,Monarchidae,bltmon1,,
Symposiachrus barbatus,Black-and-white Monarch,bawmon1,species,18593.5,SOMO BAWM,SYBA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus barbatus barbatus,Black-and-white Monarch (Solomons),bawmon2,issf,18594.0,SOMO BAWM,SYBA,,Passeriformes,Monarch Flycatchers,Monarchidae,bawmon1,,
Symposiachrus barbatus malaitae,Black-and-white Monarch (White-cheeked),bawmon4,issf,18595.0,SOMO BAWM,SYBA,,Passeriformes,Monarch Flycatchers,Monarchidae,bawmon1,,
Symposiachrus browni,Kolombangra Monarch,kulmon1,species,18595.3,KOMO,SYBR,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus mundus,Black-bibbed Monarch,blbmon2,species,18597.5,BBMO,SYMU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus vidua,White-collared Monarch,whcmon2,species,18617.0,WCMO,SYVI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Symposiachrus guttula,Spot-winged Monarch,spwmon1,species,18618.0,SWMO,SYGU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Arses telescopthalmus,Frilled Monarch,frimon1,species,18619.0,FRMO,ARTE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Arses lorealis,Frill-necked Monarch,frnmon1,species,18633.0,FNMO,ARLO,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Arses insularis,Ochre-collared Monarch,rucmon1,species,18634.0,OCMO,ARIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Arses telescopthalmus x insularis,Frill-necked x Ochre-collared Monarch (hybrid),x00813,hybrid,18634.2,OCMO FRMO,ARTE ARIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Arses kaupi,Pied Monarch,piemon1,species,18635.0,PIMO,ARKA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Grallina cyanoleuca,Magpie-lark,maglar1,species,18638.0,MALA,GRCY,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Grallina bruijnii,Torrent-lark,torlar1,species,18641.0,TOLA,GRBR,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra erythrops,Palau Flycatcher,palfly3,species,18642.0,PAFL,MYER,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra freycineti,Guam Flycatcher,guafly1,species,18643.0,GUFL,MYFR,,Passeriformes,Monarch Flycatchers,Monarchidae,,true,0
Myiagra pluto,Pohnpei Flycatcher,pohfly1,species,18644.0,POFL,MYPL,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra oceanica,Oceanic Flycatcher,ocefly1,species,18645.0,OCFL,MYOC,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra atra,Biak Flycatcher,biafly1,species,18646.0,BBFL BIFL,MYAT,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra galeata,Moluccan Flycatcher,molfly1,species,18647.0,MOFL,MYGA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra rubecula,Leaden Flycatcher,leafly2,species,18652.0,LEFL,MYRU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra ferrocyanea,Steel-blue Flycatcher,stbfly1,species,18659.0,SBFL,MYFE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra cervinicauda,Ochre-headed Flycatcher,ochfly1,species,18664.0,MAFL OHFL,MYCE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra caledonica,Melanesian Flycatcher,melfly1,species,18665.0,MEFL,MYCA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra vanikorensis,Vanikoro Flycatcher,vanfly1,species,18671.0,VAFL,MYVA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra albiventris,Samoan Flycatcher,samfly1,species,18677.0,SAFL,MYAL,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra azureocapilla,Azure-crested Flycatcher,blcfly2,species,18678.0,ACFL,MYAZ,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra castaneigularis,Chestnut-throated Flycatcher,chtfly1,species,18679.0,CTFL,MYCA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra ruficollis,Broad-billed Flycatcher,brbfly1,species,18682.0,BBFL,MYRU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra cyanoleuca,Satin Flycatcher,satfly1,species,18686.0,SAFL,MYCY,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra rubecula/cyanoleuca,Leaden/Satin Flycatcher,y00803,slash,18686.5,LEFL SAFL,MYCY MYRU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra inquieta,Restless Flycatcher,resfly1,species,18687.0,REFL,MYIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra nana,Paperbark Flycatcher,papfly1,species,18688.0,PAFL,MYNA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra inquieta/nana,Restless/Paperbark Flycatcher,y00894,slash,18688.2,PAFL REFL,MYIN MYNA,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra alecto,Shining Flycatcher,shifly1,species,18689.0,SHFL,MYAL,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra hebetior,Dull Flycatcher,dulfly1,species,18697.0,VEFL DUFL,MYHE,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Myiagra hebetior hebetior,Dull Flycatcher (Mussau),dulfly2,issf,18697.2,VEFL DUFL,MYHE,,Passeriformes,Monarch Flycatchers,Monarchidae,dulfly1,,
Myiagra hebetior eichhorni,Dull Flycatcher (Velvet),dulfly3,issf,18697.4,VEFL DUFL,MYHE,,Passeriformes,Monarch Flycatchers,Monarchidae,dulfly1,,
Myiagra hebetior cervinicolor,Dull Flycatcher (Djaul),dulfly4,issf,18697.6,VEFL DUFL,MYHE,,Passeriformes,Monarch Flycatchers,Monarchidae,dulfly1,,
Myiagra sp.,Myiagra sp.,myiagr1,spuh,18697.8,,,,Passeriformes,Monarch Flycatchers,Monarchidae,,,
Platylophus galericulatus,Crested Jay,crejay1,species,18704.0,CRJA,PLGA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Platysmurus leucopterus,Black Magpie,blamag1,species,18708.0,BLMA,PLLE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Platysmurus leucopterus leucopterus,Black Magpie (Malay),blkmag1,issf,18708.2,BLMA,PLLE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,blamag1,,
Platysmurus leucopterus aterrimus,Black Magpie (Bornean),blkmag2,issf,18708.4,BLMA,PLLE,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,blamag1,,
Perisoreus infaustus,Siberian Jay,sibjay1,species,18711.0,SIJA,PEIN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Perisoreus internigrans,Sichuan Jay,sicjay1,species,18721.0,SIJA,PEIN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Perisoreus canadensis,Gray Jay,gryjay,species,18722.0,GRJA,PECA,GRAJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Perisoreus canadensis [canadensis Group],Gray Jay (Northern),gryjay1,issf,18723.0,GRAJ GRJA,PECA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gryjay,,
Perisoreus canadensis capitalis/albescens,Gray Jay (Rocky Mts.),gryjay2,issf,18728.0,GRAJ GRJA,PECA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gryjay,,
Perisoreus canadensis [obscurus Group],Gray Jay (Pacific),gryjay3,issf,18731.0,GRAJ GRJA,PECA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,gryjay,,
Cyanolyca mirabilis,White-throated Jay,whtjay1,species,18735.0,,CYMI,WTJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca nanus,Dwarf Jay,dwajay1,species,18736.0,,CYNA,DWJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca pumilo,Black-throated Jay,bltjay1,species,18741.0,,CYPU,BTJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca argentigula,Silvery-throated Jay,sitjay1,species,18746.0,STJA,CYAR,STHJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca cucullata,Azure-hooded Jay,azhjay1,species,18755.0,,CYCU,AHJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca pulchra,Beautiful Jay,beajay1,species,18756.0,BEJA,CYPU,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca armillata,Black-collared Jay,blcjay2,species,18758.0,BCJA,CYAR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca armillata armillata/meridana,Black-collared Jay (Black-collared),bkcjay1,issf,18758.2,BCJA,CYAR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,blcjay2,,
Cyanolyca armillata quindiuna,Black-collared Jay (Quindio),bkcjay2,issf,18758.4,BCJA,CYAR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,blcjay2,,
Cyanolyca turcosa,Turquoise Jay,turjay1,species,18759.0,TUJA,CYTU,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanolyca viridicyanus,White-collared Jay,whcjay2,species,18760.0,WCJA,CYVI,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Calocitta colliei,Black-throated Magpie-Jay,btmjay,species,18762.0,,CACO,BTMJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Calocitta formosa,White-throated Magpie-Jay,wtmjay1,species,18763.0,,CAFO,WTMJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Calocitta colliei x formosa,Black-throated x White-throated Magpie-Jay (hybrid),x00443,hybrid,18766.5,BTMJ WTMJ,CAFO CACO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Psilorhinus morio,Brown Jay,brnjay,species,18767.5,,PSMO,BRJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax dickeyi,Tufted Jay,tufjay1,species,18768.0,,CYDI,TUJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax affinis,Black-chested Jay,blcjay1,species,18769.0,BCJA,CYAF,BCHJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax yncas,Green Jay,grnjay,species,18772.0,GRJA,CYYN,GREJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax yncas [luxuosus Group],Green Jay (Green),grnjay1,issf,18773.0,GREJ GRJA,CYYN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,grnjay,,
Cyanocorax yncas [yncas Group],Green Jay (Inca),grnjay2,issf,18780.0,GREJ INJA GRJA,CYYN,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,grnjay,,
Cyanocorax melanocyaneus,Bushy-crested Jay,bucjay1,species,18792.0,BCJA,CYME,BCRJ,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax sanblasianus,San Blas Jay,sabjay,species,18795.0,,CYSA,SBJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax yucatanicus,Yucatan Jay,yucjay1,species,18798.0,,CYYU,YUJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax beecheii,Purplish-backed Jay,pubjay1,species,18801.0,,CYBE,PBJA,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax cyanomelas,Purplish Jay,purjay1,species,18802.0,PUJA,CYCY,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
Cyanocorax caeruleus,Azure Jay,azujay1,species,18803.0,AZJA,CYCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,
