Scientific_Name,Common_Name,Common_Name2,Species_Code,Order,Audio_URL,Img_URL,Info_URL
Pterodroma nigripennis,Black-winged petrel,Black-winged petrel,bkwpet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Black-winged_Petrel.jpg?itok=9YhD8YyR,https://www.hbw.com/species/black-winged-petrel-pterodroma-nigripennis#Taxonomy
Anous stolidus,Brown noddy,Brown noddy,brnnod,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Brown_Noddy_03.jpg?itok=d_MJExKM,https://www.hbw.com/species/brown-noddy-anous-stolidus#Taxonomy
Myiarchus tyrannulus,Brown-crested flycatcher,Brown-crested flycatcher,bncfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/brown-crested_flycatcher_dusan_brinkhuizen_ibc.jpg?itok=fdbHMYEg,https://www.hbw.com/species/brown-crested-flycatcher-myiarchus-tyrannulus#Taxonomy
Psilorhinus morio,Brown jay,Brown jay,brnjay,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/brownjay_ad_head_parares_mv_cr_2_2_17_a_am8i7676.jpg?itok=SVrqxuNK,https://www.hbw.com/species/brown-jay-cyanocorax-morio#Taxonomy
Antrostomus ridgwayi,Buff-collared nightjar,Buff-collared nightjar,bucnig,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/buffcollarednightjarklein.jpg?itok=xD5uoxLF,https://www.hbw.com/species/buff-collared-nightjar-antrostomus-ridgwayi#Taxonomy
Buteo solitarius,Hawaiian hawk,Hawaiian hawk,hawhaw,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Buteo_solitarius_6_IBC.Imagen_fija001.jpg?itok=sFBl5bvA,https://www.hbw.com/species/hawaiian-hawk-buteo-solitarius#Taxonomy
Tringa stagnatilis,Marsh sandpiper,Marsh sandpiper,marsan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/c12017.jpg?itok=oaRKiZE4,https://www.hbw.com/species/marsh-sandpiper-tringa-stagnatilis#Taxonomy
Tringa totanus,Common redshank,Common redshank,comred1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/c12123.jpg?itok=7gm2T1j_,https://www.hbw.com/species/common-redshank-tringa-totanus#Taxonomy
Motacilla citreola,Citrine wagtail,Citrine wagtail,citwag,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/c17119.jpg?itok=AvJ94-rr,https://www.hbw.com/species/citrine-wagtail-motacilla-citreola#Taxonomy
Agelaius humeralis,Tawny-shouldered blackbird,Tawny-shouldered blackbird,tasbla,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Carouge_petit.JPG?itok=vHqTtf2C,https://www.hbw.com/species/tawny-shouldered-blackbird-agelaius-humeralis#Taxonomy
Heliomaster constantii,Plain-capped starthroat,Plain-capped starthroat,plcsta,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/CASA_200513_126FOROS_O3_.jpg?itok=HvhbiD0T,https://www.hbw.com/species/plain-capped-starthroat-heliomaster-constantii#Taxonomy
Rhodothraupis celaeno,Crimson-collared grosbeak,Crimson-collared grosbeak,crcgro,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/CCGRa.jpg?itok=x3wfBkzI,https://www.hbw.com/species/crimson-collared-grosbeak-caryothraustes-celaeno#Taxonomy
Fringilla coelebs,Common chaffinch,Common chaffinch,comcha,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/chaffinch_male_slovakia_april_harvancik_8.jpg?itok=68lnyNSp,https://www.hbw.com/species/common-chaffinch-fringilla-coelebs#Taxonomy
Numenius borealis,Eskimo curlew,Eskimo curlew,eskcur,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/charscola6811.jpg?itok=qEvY9mlA,https://www.hbw.com/species/eskimo-curlew-numenius-borealis#Taxonomy
Chasiempis ibidis,Oahu elepaio,Oahu elepaio,elepai4,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Chasiempis_sandwichensis_ibidis_3.Imagen_fija001.jpg?itok=Iua1wcNT,https://www.hbw.com/species/oahu-elepaio-chasiempis-ibidis#Taxonomy
Egretta eulophotes,Chinese egret,Chinese egret,chiegr,Pelecaniformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Chinese_Egret_3.jpg?itok=eBTorDuB,https://www.hbw.com/species/chinese-egret-egretta-eulophotes#Taxonomy
Turdus grayi,Clay-colored thrush,Clay-colored thrush,clcrob,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Clay-colored-Thrush-Dusan-Brinkhuizen-IBC.jpg?itok=iYUAz6hA,https://www.hbw.com/species/clay-colored-thrush-turdus-grayi#Taxonomy
Oreothlypis crissalis,Colima warbler,Colima warbler,colwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Colima_Warbler_1_Chisos_Mtn_BB_100425_4738.jpg?itok=ryyGYKkb,https://www.hbw.com/species/colima-warbler-leiothlypis-crissalis#Taxonomy
Charadrius collaris,Collared plover,Collared plover,colplo1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/collared-plover8.jpg?itok=IACQQAD_,https://www.hbw.com/species/collared-plover-charadrius-collaris#Taxonomy
Piranga bidentata,Flame-colored tanager,Flame-colored tanager,flctan,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Comidas_Mirian_S_Gerardo_888M4MEJOR.jpg?itok=jwgMAcBf,https://www.hbw.com/species/flame-colored-tanager-piranga-bidentata#Taxonomy
Tringa nebularia,Common greenshank,Common greenshank,comgre,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/common_greenshank_2015-04-10_laverton_creek_mouth.jpg?itok=SIiU8WYH,https://www.hbw.com/species/common-greenshank-tringa-nebularia#Taxonomy
Gallinago gallinago,Common snipe,Common snipe,comsni,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/common_snipe_osudden_2003-08-31_1280.jpg?itok=pgOpekMu,https://www.hbw.com/species/common-snipe-gallinago-gallinago#Taxonomy
Corvus hawaiiensis,Hawaiian crow,Hawaiian crow,hawcro,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Corvus_hawaiiensis_Photo_JH04.jpg?itok=J6DQl8Bd,https://www.hbw.com/species/hawaiian-crow-corvus-hawaiiensis#Taxonomy
Geranospiza caerulescens,Crane hawk,Crane hawk,crahaw,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/crane-hawk4.jpg?itok=s8QWLbPH,https://www.hbw.com/species/crane-hawk-geranospiza-caerulescens#Taxonomy
Progne cryptoleuca,Cuban martin,Cuban martin,cubmar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/cuban_martin4.jpg?itok=2B99emgY,https://www.hbw.com/species/cuban-martin-progne-cryptoleuca#Taxonomy
Contopus caribaeus,Cuban pewee,Cuban pewee,cubpew1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/cuban_pewee_pal_mp_cu.jpg?itok=9fhacS40,https://www.hbw.com/species/cuban-pewee-contopus-caribaeus#Taxonomy
Calidris ferruginea,Curlew sandpiper,Curlew sandpiper,cursan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/curlew_sandpiper_iran.jpg?itok=j-qd1ZHg,https://www.hbw.com/species/curlew-sandpiper-calidris-ferruginea#Taxonomy
Harpagus bidentatus,Double-toothed kite,Double-toothed kite,dotkit1,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/double-toothed-kite6.jpg?itok=enREiWXJ,https://www.hbw.com/species/double-toothed-kite-harpagus-bidentatus#Taxonomy
Pinguinus impennis,Great auk,Great auk,greauk,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_0539_1.jpg?itok=Ai7sSu14,https://www.hbw.com/species/great-auk-pinguinus-impennis#Descriptive_notes
Ectopistes migratorius,Passenger pigeon,Passenger pigeon,paspig,Columbiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_0755.jpg?itok=2_M_m4kW,https://www.hbw.com/species/passenger-pigeon-ectopistes-migratorius#Descriptive_notes
Melanitta nigra,Common Scoter,Common scoter,blksco1,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_0923a.jpg?itok=hawXv54A,https://www.hbw.com/species/common-scoter-melanitta-nigra#Taxonomy
Calonectris diomedea,Corys shearwater,Cory's shearwater,corshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_1171.jpg?itok=W1rDvNaJ,https://www.hbw.com/species/corys-shearwater-calonectris-borealis#Taxonomy
Oenanthe oenanthe,Northern wheatear,Northern wheatear,norwhe,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_2029b.jpg?itok=54_CAncH,https://www.hbw.com/species/northern-wheatear-oenanthe-oenanthe#Taxonomy
Thalassarche salvini,Salvins albatross,Salvin's albatross,salalb1,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_4054.jpg?itok=C76RWcJc,https://www.hbw.com/species/salvins-albatross-thalassarche-salvini#Taxonomy
Myiodynastes luteiventris,Sulphur-bellied flycatcher,Sulphur-bellied flycatcher,subfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_5330a.jpg?itok=yn-iPhv4,https://www.hbw.com/species/sulphur-bellied-flycatcher-myiodynastes-luteiventris#Taxonomy
Copsychus malabaricus,White-rumped shama,White-rumped shama,whrsha,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_5470rs.jpg?itok=tE8PcRmo,https://www.hbw.com/species/white-rumped-shama-kittacincla-malabarica#Taxonomy
Ardenna grisea,Sooty shearwater,Sooty shearwater,sooshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_6618.jpg?itok=JBr8l2uX,https://www.hbw.com/species/sooty-shearwater-ardenna-grisea#Taxonomy
Myiozetetes similis,Social flycatcher,Social flycatcher,socfly1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_7981a.jpg?itok=O3LQra4x,https://www.hbw.com/species/social-flycatcher-myiozetetes-similis#Taxonomy
Spinus spinus,Eurasian siskin,Eurasian siskin,eursis,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc_8207a.jpg?itok=pYZLmrE3,https://www.hbw.com/species/eurasian-siskin-spinus-spinus#Taxonomy
Ardenna bulleri,Bullers shearwater,Buller's shearwater,bulshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_8256.jpg?itok=CmjMWxXT,https://www.hbw.com/species/bullers-shearwater-ardenna-bulleri#Taxonomy
Ardenna carneipes,Flesh-footed shearwater,Flesh-footed shearwater,flfshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_8337.jpg?itok=rHTtE8Cq,https://www.hbw.com/species/flesh-footed-shearwater-ardenna-carneipes#Taxonomy
Mustelirallus erythrops,Paint-billed crake,Paint-billed crake,pabcra,Gruiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/DSC_8559_0.JPG?itok=QHELdAGc,https://www.hbw.com/species/paint-billed-crake-neocrex-erythrops#Taxonomy
Icterus wagleri,Black-vented oriole,Black-vented oriole,bkvori,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dsc08056.jpg?itok=EpLGpR1F,https://www.hbw.com/species/black-vented-oriole-icterus-wagleri#Taxonomy
Tiaris olivaceus,Yellow-faced grassquit,Yellow-faced grassquit,yefgra1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dscn5013.jpg?itok=xTqEglqC,https://www.hbw.com/species/yellow-faced-grassquit-tiaris-olivaceus#Taxonomy
Tringa erythropus,Spotted redshank,Spotted redshank,spored,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dscn7925.jpg?itok=uw3Xi4OR,https://www.hbw.com/species/spotted-redshank-tringa-erythropus#Taxonomy
Turdus eunomus,Dusky thrush,Dusky thrush,dusthr2,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/dusky_thrush_bocos2.jpg?itok=IknWiidw,https://www.hbw.com/species/dusky-thrush-turdus-eunomus#Taxonomy
Phylloscopus fuscatus,Dusky warbler,Dusky warbler,duswar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/e72e4677.jpg?itok=p1_tli7K,https://www.hbw.com/species/dusky-warbler-phylloscopus-fuscatus#Taxonomy
Emberiza leucocephalos,Pine bunting,Pine bunting,pinbun,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/e72e5167.jpg?itok=_bh3LbkT,https://www.hbw.com/species/pine-bunting-emberiza-leucocephalos#Taxonomy
Tiaris bicolor,Black-faced grassquit,Black-faced grassquit,bkfgra,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/e72i4213.jpg?itok=08mIeaRY,https://www.hbw.com/species/black-faced-grassquit-melanospiza-bicolor#Taxonomy
Pterodroma cookii,Cooks petrel,Cook's petrel,coopet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/E7D_0706A.jpg?itok=MNp7cGZM,https://www.hbw.com/species/cooks-petrel-pterodroma-cookii#Taxonomy
Anthus trivialis,Tree pipit,Tree pipit,trepip,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/e7d_2356.jpg?itok=qEXEl3ai,https://www.hbw.com/species/tree-pipit-anthus-trivialis#Taxonomy
Stercorarius skua,Great skua,Great skua,gresku1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/e7d_6997.jpg?itok=QSqEnoSL,https://www.hbw.com/species/great-skua-catharacta-skua#Taxonomy
Thalassarche eremita,Chatham albatross,Chatham albatross,shyalb2,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/E7D_7126A.jpg?itok=J2wAKdq2,https://www.hbw.com/species/chatham-albatross-thalassarche-eremita#Taxonomy
Ardenna gravis,Great shearwater,Great shearwater,greshe,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/e7d_7275.jpg?itok=_C7xT1Df,https://www.hbw.com/species/great-shearwater-ardenna-gravis#Taxonomy
Cyanocompsa parellina,Blue bunting,Blue bunting,blubun,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/eisermann_cyanocompsa_parellina.jpg?itok=jXNwaPwO,https://www.hbw.com/species/blue-bunting-cyanocompsa-parellina#Taxonomy
Hylocharis leucotis,White-eared hummingbird,White-eared hummingbird,whehum,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Eisermann_Hylocharis_leucotis.jpg?itok=6Hz3Z7Y1,https://www.hbw.com/species/white-eared-hummingbird-basilinna-leucotis#Taxonomy
Chasiempis sandwichensis,Hawaii elepaio,Hawaii elepaio,elepai,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/elapaio-2.jpg?itok=lb9xLWym,https://www.hbw.com/species/hawaii-elepaio-chasiempis-sandwichensis#Taxonomy
Micrathene whitneyi,Elf owl,Elf owl,elfowl,Strigiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/elf_owl_04.jpg?itok=FcpLaGep,https://www.hbw.com/species/elf-owl-micrathene-whitneyi#Taxonomy
Empidonomus varius,Variegated flycatcher,Variegated flycatcher,varfly,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/evarius-bomfim.jpg?itok=pGKxglVy,https://www.hbw.com/species/variegated-flycatcher-empidonomus-varius#Taxonomy
Thalassarche cauta,White-capped albatross,White-capped albatross,whcalb1,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/f2030003g.jpg?itok=dD3NADY0,https://www.hbw.com/species/white-capped-albatross-thalassarche-steadi#Taxonomy
Mareca falcata,Falcated Duck,Falcated duck,falduc,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Falcated_Duck.jpg?itok=WNw7sNK4,https://www.hbw.com/species/falcated-duck-mareca-falcata#Taxonomy
Elaenia albiceps,White-crested elaenia,White-crested elaenia,whcela1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/fio-fio_25_dec.jpg?itok=EQ1SxMCg,https://www.hbw.com/species/white-crested-elaenia-elaenia-albiceps#Taxonomy
Amphispiza quinquestriata,Five-striped sparrow,Five-striped sparrow,fisspa,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/five-striped_sparrow_22.jpg?itok=7J1qM__p,https://www.hbw.com/species/five-striped-sparrow-amphispiza-quinquestriata#Taxonomy
Accipiter soloensis,Chinese sparrowhawk,Chinese sparrowhawk,grfhaw1,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/FSM_3277.jpg?itok=GUrxJCQI,https://www.hbw.com/species/chinese-sparrowhawk-accipiter-soloensis#Taxonomy
Pardirallus maculatus,Spotted rail,Spotted rail,sporai,Gruiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Gallineta_overa.jpg?itok=z3o0ymev,https://www.hbw.com/species/spotted-rail-pardirallus-maculatus#Taxonomy
Larus schistisagus,Slaty-backed gull,Slaty-backed gull,slbgul,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Goeland_a_manteau_ardoise_ad_2_06022010_-_Japon.jpg?itok=1sToVbSB,https://www.hbw.com/species/slaty-backed-gull-larus-schistisagus#Taxonomy
Progne tapera,Brown-chested martin,Brown-chested martin,brcmar1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Gray-breasted_Martin.jpg?itok=V3XDcNwp,https://www.hbw.com/species/brown-chested-martin-progne-tapera#Taxonomy
Fulica alai,Hawaiian coot,Hawaiian coot,hawcoo,Gruiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Hawaiian_Coot_0.jpg?itok=X9p6j3ld,https://www.hbw.com/species/hawaiian-coot-fulica-alai#Taxonomy
Chondrohierax uncinatus,Hook-billed kite,Hook-billed kite,hobkit,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/hook-billed-kite2a.jpg?itok=qPNDNrni,https://www.hbw.com/species/hook-billed-kite-chondrohierax-uncinatus#Taxonomy
Amazilia violiceps,Violet-crowned hummingbird,Violet-crowned hummingbird,vichum,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Hummingbird_Violet-Crowned5.jpg?itok=GTLQn43b,https://www.hbw.com/species/violet-crowned-hummingbird-amazilia-violiceps#Taxonomy
Himantopus himantopus,Black-winged stilt,Black-winged stilt,bkwsti,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/image_205.jpg?itok=0Sr12hAq,https://www.hbw.com/species/black-winged-stilt-himantopus-himantopus#Taxonomy
Euptilotis neoxenus,Eared quetzal,Eared quetzal,earque,Trogoniformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_0475.JPG?itok=6nfSYB6b,https://www.hbw.com/species/eared-quetzal-euptilotis-neoxenus#Taxonomy
Diomedea exulans,Wandering albatross,Wandering albatross,wanalb,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_0617_wanderin_albatross.jpg?itok=kf_zywmP,https://www.hbw.com/species/wandering-albatross-diomedea-exulans#Taxonomy
Phoenicopterus ruber,American flamingo,American flamingo,grefla2,Phoenicopteriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_0811_0.jpg?itok=YK0pFtSk,https://www.hbw.com/species/american-flamingo-phoenicopterus-ruber#Taxonomy
Chlidonias hybrida,Whiskered tern,Whiskered tern,whiter2,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_1017_0.jpg?itok=H0IcPfd5,https://www.hbw.com/species/whiskered-tern-chlidonias-hybrida#Taxonomy
Sibirionetta formosa,Baikal Teal,Baikal teal,baitea,Anseriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_1244.jpg?itok=6fS9MQUR,https://www.hbw.com/species/baikal-teal-sibirionetta-formosa#Taxonomy
Atthis heloisa,Bumblebee hummingbird,Bumblebee hummingbird,bumhum,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_1538b.JPG?itok=1GyKmlt8,https://www.hbw.com/species/bumblebee-hummingbird-atthis-heloisa#Taxonomy
Limosa limosa,Black-tailed godwit,Black-tailed godwit,bktgod,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_2104.jpg?itok=q8guahrK,https://www.hbw.com/species/black-tailed-godwit-limosa-limosa#Taxonomy
Rupornis magnirostris,Roadside hawk,Roadside hawk,roahaw,Accipitriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_2641_filtered.jpg?itok=koqf_UNM,https://www.hbw.com/species/roadside-hawk-rupornis-magnirostris#Taxonomy
Pyrrhula pyrrhula,Eurasian bullfinch,Eurasian bullfinch,eurbul,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_2949.jpg?itok=i6_CbVEJ,https://www.hbw.com/species/eurasian-bullfinch-pyrrhula-pyrrhula#Taxonomy
Jynx torquilla,Eurasian wryneck,Eurasian wryneck,eurwry,Piciformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_3672.jpg?itok=gk09uYZf,https://www.hbw.com/species/eurasian-wryneck-jynx-torquilla#Taxonomy
Oreothlypis superciliosa,Crescent-chested warbler,Crescent-chested warbler,crcwar,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_3687-001.JPG?itok=ojinN7Y7,https://www.hbw.com/species/crescent-chested-warbler-oreothlypis-superciliosa#Taxonomy
Turdus philomelos,Song thrush,Song thrush,sonthr1,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_4172.jpg?itok=Owuuy-6B,https://www.hbw.com/species/song-thrush-turdus-philomelos#Taxonomy
Limosa lapponica,Bar-tailed godwit,Bar-tailed godwit,batgod,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_4541b.jpg?itok=X_0vs-8Z,https://www.hbw.com/species/bar-tailed-godwit-limosa-lapponica#Taxonomy
Pterodroma macroptera,Great-winged petrel,Great-winged petrel,grwpet3,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_5673_1.jpg?itok=m5dzBHva,https://www.hbw.com/species/great-winged-petrel-pterodroma-macroptera#Taxonomy
Phalaropus lobatus,Red-necked phalarope,Red-necked phalarope,renpha,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/img_8062.jpg?itok=NTqx84sx,https://www.hbw.com/species/red-necked-phalarope-phalaropus-lobatus#Taxonomy
Carpodacus roseus,Pallass rosefinch,Pallas's rosefinch,palros2,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_8464_f.jpg?itok=aJ8SahQq,https://www.hbw.com/species/pallass-rosefinch-carpodacus-roseus#Taxonomy
Hirundapus caudacutus,White-throated needletail,White-throated needletail,whtnee,Caprimulgiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/IMG_9264.jpg?itok=-IJtQ6H2,https://www.hbw.com/species/white-throated-needletail-hirundapus-caudacutus#Taxonomy
Fregata minor,Great frigatebird,Great frigatebird,grefri,Suliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/imgp0410.jpg?itok=Ci18gLUu,https://www.hbw.com/species/great-frigatebird-fregata-minor#Taxonomy
Calidris falcinellus,Broad-billed sandpiper,Broad-billed sandpiper,brbsan,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/jankasirriainen_uki_05-16_img_img_4599.jpg?itok=sSi0Kfqi,https://www.hbw.com/species/broad-billed-sandpiper-calidris-falcinellus#Taxonomy
Coturnix japonica,Japanese quail,Japanese quail,japqua,Galliformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Japanese_Quail_2.jpg?itok=PHLMEhBJ,https://www.hbw.com/species/japanese-quail-coturnix-japonica#Taxonomy
Creagrus furcatus,Swallow-tailed gull,Swallow-tailed gull,swtgul1,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/juvenile_swallow-tailed_gull6k3a2035.jpg?itok=32A2phjm,https://www.hbw.com/species/swallow-tailed-gull-creagrus-furcatus#Taxonomy
Carpodacus erythrinus,Common rosefinch,Common rosefinch,comros,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/karmingimpelklein4.jpg?itok=YZYDbhKZ,https://www.hbw.com/species/common-rosefinch-carpodacus-erythrinus#Taxonomy
Chasiempis sclateri,Kauai elepaio,Kauai elepaio,elepai5,Passeriformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Kauai_Elepaio_c_Jim_Denny_IBC.jpg?itok=8aXUbYAQ,https://www.hbw.com/species/kauai-elepaio-chasiempis-sclateri#Taxonomy
Pterodroma neglecta,Kermadec petrel,Kermadec petrel,kerpet,Procellariiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/KermadecPetreloffNorthCapeNZMar13.jpg?itok=CjVHQd_K,https://www.hbw.com/species/kermadec-petrel-pterodroma-neglecta#Taxonomy
Brachyramphus brevirostris,Kittlitzs murrelet,Kittlitz's murrelet,kitmur,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/Kittlitzs_Murrelet_02_06_06_04.jpg?itok=_aCXyNYM,https://www.hbw.com/species/kittlitzs-murrelet-brachyramphus-brevirostris#Taxonomy
Stercorarius parasiticus,Parasitic jaeger,Parasitic jaeger,parjae,Charadriiformes,no audio,https://www.hbw.com/sites/default/files/styles/h_340/public/ibc/p/kustlabb_stercorarius_parasiticus_bastads_hamn_skane_20091005_6_1200.jpg?itok=ezyRRGHU,https://www.hbw.com/species/arctic-jaeger-stercorarius-parasiticus#Taxonomy
