Scientific_Name,Common_Name,Common_Name2,Species_Code,Order,Audio_URL,Img_URL,Info_URL
Sterna dougallii,Roseate tern,Roseate tern,roster,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522294.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237231-1280px.jpg,https://www.allaboutbirds.org/guide/Roseate_tern
Ammodramus henslowii,Henslows sparrow,Henslow's sparrow,henspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523045.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237301-1280px.jpg,https://www.allaboutbirds.org/guide/Henslows_sparrow
Vireo philadelphicus,Philadelphia vireo,Philadelphia vireo,phivir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522633.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237351-1280px.jpg,https://www.allaboutbirds.org/guide/Philadelphia_vireo
Calidris subruficollis,Buff-breasted sandpiper,Buff-breasted sandpiper,bubsan,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522199.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237401-1280px.jpg,https://www.allaboutbirds.org/guide/Buff-breasted_sandpiper
Vireo griseus,White-eyed vireo,White-eyed vireo,whevir,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522609.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237511-1280px.jpg,https://www.allaboutbirds.org/guide/White-eyed_vireo
Ammodramus bairdii,Bairds sparrow,Baird's sparrow,baispa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523043.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237651-1280px.jpg,https://www.allaboutbirds.org/guide/Bairds_sparrow
Coccyzus minor,Mangrove cuckoo,Mangrove cuckoo,mancuc,Cuculiformes,https://s3.amazonaws.com/com-aab-media/sound/522332.mp3,https://s3.amazonaws.com/com-aab-media/photo/75237711-1280px.jpg,https://www.allaboutbirds.org/guide/Mangrove_cuckoo
Fregata magnificens,Magnificent frigatebird,Magnificent frigatebird,magfri,Suliformes,https://s3.amazonaws.com/com-aab-media/sound/522003.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238241-1280px.jpg,https://www.allaboutbirds.org/guide/Magnificent_frigatebird
Aegolius funereus,Boreal owl,Boreal owl,borowl,Strigiformes,https://s3.amazonaws.com/com-aab-media/sound/522381.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238311-1280px.jpg,https://www.allaboutbirds.org/guide/Boreal_owl
Sterna paradisaea,Arctic tern,Arctic tern,arcter,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522297.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238481-1280px.jpg,https://www.allaboutbirds.org/guide/Arctic_tern
Uria aalge,Common murre,Common murre,commur,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522228.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238541-1280px.jpg,https://www.allaboutbirds.org/guide/Common_murre
Setophaga castanea,Bay-breasted warbler,Bay-breasted warbler,babwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522925.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238661-1280px.jpg,https://www.allaboutbirds.org/guide/Bay-breasted_warbler
Mareca penelope,Eurasian Wigeon,Eurasian wigeon,eurwig,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521846.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238841-1280px.jpg,https://www.allaboutbirds.org/guide/Eurasian_Wigeon
Phalacrocorax brasilianus,Neotropic cormorant,Neotropic cormorant,neocor,Suliformes,https://s3.amazonaws.com/com-aab-media/sound/522015.mp3,https://s3.amazonaws.com/com-aab-media/photo/75238911-1280px.jpg,https://www.allaboutbirds.org/guide/Neotropic_cormorant
Larus hyperboreus,Glaucous gull,Glaucous gull,glagul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522276.mp3,https://s3.amazonaws.com/com-aab-media/photo/75239011-1280px.jpg,https://www.allaboutbirds.org/guide/Glaucous_gull
Polysticta stelleri,Stellers eider,Steller's eider,steeid,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/528094.mp3,https://s3.amazonaws.com/com-aab-media/photo/75239601-1280px.jpg,https://www.allaboutbirds.org/guide/Stellers_eider
Charadrius semipalmatus,Semipalmated plover,Semipalmated plover,semplo,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522136.mp3,https://s3.amazonaws.com/com-aab-media/photo/75239641-1280px.jpg,https://www.allaboutbirds.org/guide/Semipalmated_plover
Uria lomvia,Thick-billed murre,Thick-billed murre,thbmur,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522229.mp3,https://s3.amazonaws.com/com-aab-media/photo/75239911-1280px.jpg,https://www.allaboutbirds.org/guide/Thick-billed_murre
Phoebastria nigripes,Black-footed albatross,Black-footed albatross,bkfalb,Procellariiformes,https://s3.amazonaws.com/com-aab-media/sound/521976.mp3,https://s3.amazonaws.com/com-aab-media/photo/75239971-1280px.jpg,https://www.allaboutbirds.org/guide/Black-footed_albatross
Aeronautes saxatalis,White-throated swift,White-throated swift,whtswi,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522401.mp3,https://s3.amazonaws.com/com-aab-media/photo/75240041-1280px.jpg,https://www.allaboutbirds.org/guide/White-throated_swift
Melanerpes formicivorus,Acorn woodpecker,Acorn woodpecker,acowoo,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522444.mp3,https://s3.amazonaws.com/com-aab-media/photo/75241361-1280px.jpg,https://www.allaboutbirds.org/guide/Acorn_woodpecker
Icterus gularis,Altamira oriole,Altamira oriole,altori,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/534063.mp3,https://s3.amazonaws.com/com-aab-media/photo/75241671-1280px.jpg,https://www.allaboutbirds.org/guide/Altamira_oriole
Anas rubripes,American Black Duck,American black duck,ambduc,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521850.mp3,https://s3.amazonaws.com/com-aab-media/photo/75241811-1280px.jpg,https://www.allaboutbirds.org/guide/American_Black_Duck
Recurvirostra americana,American avocet,American avocet,ameavo,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522119.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242041-1280px.jpg,https://www.allaboutbirds.org/guide/American_avocet
Botaurus lentiginosus,American bittern,American bittern,amebit,Pelecaniformes,https://s3.amazonaws.com/com-aab-media/sound/522021.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242201-1280px.jpg,https://www.allaboutbirds.org/guide/American_bittern
Corvus brachyrhynchos,American crow,American crow,amecro,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522665.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242231-1280px.jpg,https://www.allaboutbirds.org/guide/American_crow
Spinus tristis,American goldfinch,American goldfinch,amegfi,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523195.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242471-1280px.jpg,https://www.allaboutbirds.org/guide/American_goldfinch
Falco sparverius,American kestrel,American kestrel,amekes,Falconiformes,https://s3.amazonaws.com/com-aab-media/sound/522506.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242551-1280px.jpg,https://www.allaboutbirds.org/guide/American_kestrel
Haematopus palliatus,American oystercatcher,American oystercatcher,ameoys,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522121.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242601-1280px.jpg,https://www.allaboutbirds.org/guide/American_oystercatcher
Turdus migratorius,American robin,American robin,amerob,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522803.mp3,https://s3.amazonaws.com/com-aab-media/photo/75242661-1280px.jpg,https://www.allaboutbirds.org/guide/American_robin
Scolopax minor,American woodcock,American woodcock,amewoo,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522212.mp3,https://s3.amazonaws.com/com-aab-media/photo/75257391-1280px.jpg,https://www.allaboutbirds.org/guide/American_woodcock
Spizelloides arborea,American tree sparrow,American tree sparrow,amtspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523011.mp3,https://s3.amazonaws.com/com-aab-media/photo/75257741-1280px.jpg,https://www.allaboutbirds.org/guide/American_tree_sparrow
Pelecanus erythrorhynchos,American white pelican,American white pelican,amwpel,Pelecaniformes,https://s3.amazonaws.com/com-aab-media/sound/522019.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258011-1280px.jpg,https://www.allaboutbirds.org/guide/American_white_pelican
Synthliboramphus antiquus,Ancient murrelet,Ancient murrelet,ancmur,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522240.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258201-1280px.jpg,https://www.allaboutbirds.org/guide/Ancient_murrelet
Anhinga anhinga,Anhinga,Anhinga,anhing,Suliformes,https://s3.amazonaws.com/com-aab-media/sound/522018.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258421-1280px.jpg,https://www.allaboutbirds.org/guide/Anhinga
Calypte anna,Annas hummingbird,Anna's hummingbird,annhum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522408.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258511-1280px.jpg,https://www.allaboutbirds.org/guide/Annas_hummingbird
Picoides dorsalis,American three-toed woodpecker,American three-toed woodpecker,attwoo1,Piciformes,https://s3.amazonaws.com/com-aab-media/sound/522489.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258651-1280px.jpg,https://www.allaboutbirds.org/guide/American_three-toed_woodpecker
Icterus graduacauda,Audubons oriole,Audubon's oriole,audori,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/534067.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258781-1280px.jpg,https://www.allaboutbirds.org/guide/Audubons_oriole
Haliaeetus leucocephalus,Bald eagle,Bald eagle,baleag,Accipitriformes,https://s3.amazonaws.com/com-aab-media/sound/522070.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258921-1280px.jpg,https://www.allaboutbirds.org/guide/Bald_eagle
Icterus galbula,Baltimore oriole,Baltimore oriole,balori,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523164.mp3,https://s3.amazonaws.com/com-aab-media/photo/75258971-1280px.jpg,https://www.allaboutbirds.org/guide/Baltimore_oriole
Bucephala islandica,Barrows goldeneye,Barrow's goldeneye,bargol,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521893.mp3,https://s3.amazonaws.com/com-aab-media/photo/75259221-1280px.jpg,https://www.allaboutbirds.org/guide/Barrows_goldeneye
Hirundo rustica,Barn swallow,Barn swallow,barswa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522686.mp3,https://s3.amazonaws.com/com-aab-media/photo/75259341-1280px.jpg,https://www.allaboutbirds.org/guide/Barn_swallow
Patagioenas fasciata,Band-tailed pigeon,Band-tailed pigeon,batpig1,Columbiformes,https://s3.amazonaws.com/com-aab-media/sound/522314.mp3,https://s3.amazonaws.com/com-aab-media/photo/75259441-1280px.jpg,https://www.allaboutbirds.org/guide/Band-tailed_pigeon
Mniotilta varia,Black-and-white warbler,Black-and-white warbler,bawwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522878.mp3,https://s3.amazonaws.com/com-aab-media/photo/75259711-1280px.jpg,https://www.allaboutbirds.org/guide/Black-and-white_warbler
Dendrocygna autumnalis,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,bbwduc,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521823.mp3,https://s3.amazonaws.com/com-aab-media/photo/75260001-1280px.jpg,https://www.allaboutbirds.org/guide/Black-bellied_Whistling-Duck
Megaceryle alcyon,Belted kingfisher,Belted kingfisher,belkin1,Coraciiformes,https://s3.amazonaws.com/com-aab-media/sound/522433.mp3,https://s3.amazonaws.com/com-aab-media/photo/75262241-1280px.jpg,https://www.allaboutbirds.org/guide/Belted_kingfisher
Toxostoma bendirei,Bendires thrasher,Bendire's thrasher,benthr,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522816.mp3,https://s3.amazonaws.com/com-aab-media/photo/75262331-1280px.jpg,https://www.allaboutbirds.org/guide/Bendires_thrasher
Sula nebouxii,Blue-footed booby,Blue-footed booby,bfoboo,Suliformes,https://s3.amazonaws.com/com-aab-media/sound/522008.mp3,https://s3.amazonaws.com/com-aab-media/photo/75262391-1280px.jpg,https://www.allaboutbirds.org/guide/Blue-footed_booby
Coccyzus erythropthalmus,Black-billed cuckoo,Black-billed cuckoo,bkbcuc,Cuculiformes,https://s3.amazonaws.com/com-aab-media/sound/522333.mp3,https://s3.amazonaws.com/com-aab-media/photo/75262831-1280px.jpg,https://www.allaboutbirds.org/guide/Black-billed_cuckoo
Pica hudsonia,Black-billed magpie,Black-billed magpie,bkbmag1,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522660.mp3,https://s3.amazonaws.com/com-aab-media/photo/75263001-1280px.jpg,https://www.allaboutbirds.org/guide/Black-billed_magpie
Setophaga fusca,Blackburnian warbler,Blackburnian warbler,bkbwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522927.mp3,https://s3.amazonaws.com/com-aab-media/photo/75263451-1280px.jpg,https://www.allaboutbirds.org/guide/Blackburnian_warbler
Poecile atricapillus,Black-capped chickadee,Black-capped chickadee,bkcchi,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/508148.mp3,https://s3.amazonaws.com/com-aab-media/photo/75263541-1280px.jpg,https://www.allaboutbirds.org/guide/Black-capped_chickadee
Archilochus alexandri,Black-chinned hummingbird,Black-chinned hummingbird,bkchum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522406.mp3,https://s3.amazonaws.com/com-aab-media/photo/75263691-1280px.jpg,https://www.allaboutbirds.org/guide/Black-chinned_hummingbird
Vireo atricapilla,Black-capped vireo,Black-capped vireo,bkcvir1,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522616.mp3,https://s3.amazonaws.com/com-aab-media/photo/75263781-1280px.jpg,https://www.allaboutbirds.org/guide/Black-capped_vireo
Chroicocephalus ridibundus,Black-headed gull,Black-headed gull,bkhgul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522257.mp3,https://s3.amazonaws.com/com-aab-media/photo/75263911-1280px.jpg,https://www.allaboutbirds.org/guide/Black-headed_gull
Setophaga striata,Blackpoll warbler,Blackpoll warbler,bkpwar,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522934.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264151-1280px.jpg,https://www.allaboutbirds.org/guide/Blackpoll_warbler
Polioptila melanura,Black-tailed gnatcatcher,Black-tailed gnatcatcher,bktgna,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522759.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264221-1280px.jpg,https://www.allaboutbirds.org/guide/Black-tailed_gnatcatcher
Amphispiza bilineata,Black-throated sparrow,Black-throated sparrow,bktspa,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523032.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264321-1280px.jpg,https://www.allaboutbirds.org/guide/Black-throated_sparrow
Coragyps atratus,Black vulture,Black vulture,blkvul,Cathartiformes,https://s3.amazonaws.com/com-aab-media/sound/522049.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264421-1280px.jpg,https://www.allaboutbirds.org/guide/Black_vulture
Baeolophus atricristatus,Black-crested titmouse,Black-crested titmouse,blctit4,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522714.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264551-1280px.jpg,https://www.allaboutbirds.org/guide/Black-crested_titmouse
Haematopus bachmani,Black oystercatcher,Black oystercatcher,blkoys,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522123.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264581-1280px.jpg,https://www.allaboutbirds.org/guide/Black_oystercatcher
Sayornis nigricans,Black phoebe,Black phoebe,blkpho,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522565.mp3,https://s3.amazonaws.com/com-aab-media/photo/75264961-1280px.jpg,https://www.allaboutbirds.org/guide/Black_phoebe
Melanitta americana,Black Scoter,Black scoter,blksco2,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521886.mp3,https://s3.amazonaws.com/com-aab-media/photo/75265201-1280px.jpg,https://www.allaboutbirds.org/guide/Black_Scoter
Rynchops niger,Black skimmer,Black skimmer,blkski,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522307.mp3,https://s3.amazonaws.com/com-aab-media/photo/75265311-1280px.jpg,https://www.allaboutbirds.org/guide/Black_skimmer
Passerina caerulea,Blue grosbeak,Blue grosbeak,blugrb1,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523107.mp3,https://s3.amazonaws.com/com-aab-media/photo/75265351-1280px.jpg,https://www.allaboutbirds.org/guide/Blue_grosbeak
Cyanocitta cristata,Blue jay,Blue jay,blujay,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522650.mp3,https://s3.amazonaws.com/com-aab-media/photo/75265841-1280px.jpg,https://www.allaboutbirds.org/guide/Blue_jay
Molothrus ater,Brown-headed cowbird,Brown-headed cowbird,bnhcow,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523146.mp3,https://s3.amazonaws.com/com-aab-media/photo/75265901-1280px.jpg,https://www.allaboutbirds.org/guide/Brown-headed_cowbird
Sitta pusilla,Brown-headed nuthatch,Brown-headed nuthatch,bnhnut,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522728.mp3,https://s3.amazonaws.com/com-aab-media/photo/75265991-1280px.jpg,https://www.allaboutbirds.org/guide/Brown-headed_nuthatch
Dolichonyx oryzivorus,Bobolink,Bobolink,boboli,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523120.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266061-1280px.jpg,https://www.allaboutbirds.org/guide/Bobolink
Bombycilla garrulus,Bohemian waxwing,Bohemian waxwing,bohwax,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522843.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266171-1280px.jpg,https://www.allaboutbirds.org/guide/Bohemian_waxwing
Chroicocephalus philadelphia,Bonapartes gull,Bonaparte's gull,bongul,Charadriiformes,https://s3.amazonaws.com/com-aab-media/sound/522256.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266261-1280px.jpg,https://www.allaboutbirds.org/guide/Bonapartes_gull
Poecile hudsonicus,Boreal chickadee,Boreal chickadee,borchi2,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/522702.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266381-1280px.jpg,https://www.allaboutbirds.org/guide/Boreal_chickadee
Quiscalus major,Boat-tailed grackle,Boat-tailed grackle,botgra,Passeriformes,https://s3.amazonaws.com/com-aab-media/sound/523139.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266551-1280px.jpg,https://www.allaboutbirds.org/guide/Boat-tailed_grackle
Branta bernicla,Brant,Brant,brant,Anseriformes,https://s3.amazonaws.com/com-aab-media/sound/521829.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266691-1280px.jpg,https://www.allaboutbirds.org/guide/Brant
Cynanthus latirostris,Broad-billed hummingbird,Broad-billed hummingbird,brbhum,Caprimulgiformes,https://s3.amazonaws.com/com-aab-media/sound/522420.mp3,https://s3.amazonaws.com/com-aab-media/photo/75266731-1280px.jpg,https://www.allaboutbirds.org/guide/Broad-billed_hummingbird
